# Phase 28 E5 certification matrix. GENERATED by wcore_eval_scenarios::e5_matrix — do not edit.
# Nine F28-01 dimensions x three OS families x the surfaces resolved from the candidate.
# Validated by: f28-ledger.py --check-matrix and --check-no-uncontrolled-skips
# max_surface_depth=1 cells=651
#cell_id	dimension	os	surface	criticality	applicability	skip_class	skip_evidence	activeness
hostile-inputs-linux-init	hostile-inputs	linux	cmd:init	standard	applicable	-	-	n/a
hostile-inputs-linux-mcp-serve	hostile-inputs	linux	cmd:mcp-serve	standard	applicable	-	-	n/a
hostile-inputs-linux-migrate	hostile-inputs	linux	cmd:migrate	standard	applicable	-	-	n/a
hostile-inputs-linux-models	hostile-inputs	linux	cmd:models	standard	applicable	-	-	n/a
hostile-inputs-linux-node	hostile-inputs	linux	cmd:node	standard	applicable	-	-	n/a
hostile-inputs-linux-plugin	hostile-inputs	linux	cmd:plugin	standard	applicable	-	-	n/a
hostile-inputs-linux-profile	hostile-inputs	linux	cmd:profile	standard	applicable	-	-	n/a
hostile-inputs-linux-project-context	hostile-inputs	linux	cmd:project-context	standard	applicable	-	-	n/a
hostile-inputs-linux-self-update	hostile-inputs	linux	cmd:self-update	standard	applicable	-	-	n/a
hostile-inputs-linux-session	hostile-inputs	linux	cmd:session	standard	applicable	-	-	n/a
hostile-inputs-linux-setup	hostile-inputs	linux	cmd:setup	standard	applicable	-	-	n/a
hostile-inputs-linux-swarm	hostile-inputs	linux	cmd:swarm	standard	applicable	-	-	n/a
hostile-inputs-linux-workflow	hostile-inputs	linux	cmd:workflow	standard	applicable	-	-	n/a
hostile-inputs-macos-acp	hostile-inputs	macos	cmd:acp	standard	applicable	-	-	n/a
hostile-inputs-macos-agent	hostile-inputs	macos	cmd:agent	standard	applicable	-	-	n/a
hostile-inputs-macos-auth	hostile-inputs	macos	cmd:auth	standard	applicable	-	-	n/a
hostile-inputs-macos-backend	hostile-inputs	macos	cmd:backend	standard	applicable	-	-	n/a
hostile-inputs-macos-backup	hostile-inputs	macos	cmd:backup	standard	applicable	-	-	n/a
hostile-inputs-macos-cron	hostile-inputs	macos	cmd:cron	standard	applicable	-	-	n/a
hostile-inputs-macos-crucible	hostile-inputs	macos	cmd:crucible	standard	applicable	-	-	n/a
hostile-inputs-macos-fetch	hostile-inputs	macos	cmd:fetch	standard	applicable	-	-	n/a
hostile-inputs-macos-forge	hostile-inputs	macos	cmd:forge	standard	applicable	-	-	n/a
hostile-inputs-macos-gateway	hostile-inputs	macos	cmd:gateway	standard	applicable	-	-	n/a
hostile-inputs-macos-image	hostile-inputs	macos	cmd:image	standard	applicable	-	-	n/a
hostile-inputs-macos-init	hostile-inputs	macos	cmd:init	standard	applicable	-	-	n/a
hostile-inputs-macos-mcp-serve	hostile-inputs	macos	cmd:mcp-serve	standard	applicable	-	-	n/a
hostile-inputs-macos-migrate	hostile-inputs	macos	cmd:migrate	standard	applicable	-	-	n/a
hostile-inputs-macos-models	hostile-inputs	macos	cmd:models	standard	applicable	-	-	n/a
hostile-inputs-macos-node	hostile-inputs	macos	cmd:node	standard	applicable	-	-	n/a
hostile-inputs-macos-plugin	hostile-inputs	macos	cmd:plugin	standard	applicable	-	-	n/a
hostile-inputs-macos-profile	hostile-inputs	macos	cmd:profile	standard	applicable	-	-	n/a
hostile-inputs-macos-project-context	hostile-inputs	macos	cmd:project-context	standard	applicable	-	-	n/a
hostile-inputs-macos-self-update	hostile-inputs	macos	cmd:self-update	standard	applicable	-	-	n/a
hostile-inputs-macos-session	hostile-inputs	macos	cmd:session	standard	applicable	-	-	n/a
hostile-inputs-macos-setup	hostile-inputs	macos	cmd:setup	standard	applicable	-	-	n/a
hostile-inputs-macos-swarm	hostile-inputs	macos	cmd:swarm	standard	applicable	-	-	n/a
hostile-inputs-macos-workflow	hostile-inputs	macos	cmd:workflow	standard	applicable	-	-	n/a
hostile-inputs-windows-acp	hostile-inputs	windows	cmd:acp	standard	applicable	-	-	n/a
hostile-inputs-windows-agent	hostile-inputs	windows	cmd:agent	standard	applicable	-	-	n/a
hostile-inputs-windows-auth	hostile-inputs	windows	cmd:auth	standard	applicable	-	-	n/a
hostile-inputs-windows-backend	hostile-inputs	windows	cmd:backend	standard	applicable	-	-	n/a
hostile-inputs-windows-backup	hostile-inputs	windows	cmd:backup	standard	applicable	-	-	n/a
hostile-inputs-windows-cron	hostile-inputs	windows	cmd:cron	standard	applicable	-	-	n/a
hostile-inputs-windows-crucible	hostile-inputs	windows	cmd:crucible	standard	applicable	-	-	n/a
hostile-inputs-windows-fetch	hostile-inputs	windows	cmd:fetch	standard	applicable	-	-	n/a
hostile-inputs-windows-forge	hostile-inputs	windows	cmd:forge	standard	applicable	-	-	n/a
hostile-inputs-windows-gateway	hostile-inputs	windows	cmd:gateway	standard	applicable	-	-	n/a
hostile-inputs-windows-image	hostile-inputs	windows	cmd:image	standard	applicable	-	-	n/a
hostile-inputs-windows-init	hostile-inputs	windows	cmd:init	standard	applicable	-	-	n/a
hostile-inputs-windows-mcp-serve	hostile-inputs	windows	cmd:mcp-serve	standard	applicable	-	-	n/a
hostile-inputs-windows-migrate	hostile-inputs	windows	cmd:migrate	standard	applicable	-	-	n/a
hostile-inputs-windows-models	hostile-inputs	windows	cmd:models	standard	applicable	-	-	n/a
hostile-inputs-windows-node	hostile-inputs	windows	cmd:node	standard	applicable	-	-	n/a
hostile-inputs-windows-plugin	hostile-inputs	windows	cmd:plugin	standard	applicable	-	-	n/a
hostile-inputs-windows-profile	hostile-inputs	windows	cmd:profile	standard	applicable	-	-	n/a
hostile-inputs-windows-project-context	hostile-inputs	windows	cmd:project-context	standard	applicable	-	-	n/a
hostile-inputs-windows-self-update	hostile-inputs	windows	cmd:self-update	standard	applicable	-	-	n/a
hostile-inputs-windows-session	hostile-inputs	windows	cmd:session	standard	applicable	-	-	n/a
hostile-inputs-windows-setup	hostile-inputs	windows	cmd:setup	standard	applicable	-	-	n/a
hostile-inputs-windows-swarm	hostile-inputs	windows	cmd:swarm	standard	applicable	-	-	n/a
hostile-inputs-windows-workflow	hostile-inputs	windows	cmd:workflow	standard	applicable	-	-	n/a
w-sandbox-silent-disable	sandbox-probes	windows	product-wide	critical	applicable	-	-	required
w-process-cleanup-descendant-tree	process-cleanup	windows	product-wide	critical	applicable	-	-	n/a
w-sandbox-observability-control	sandbox-probes	windows	product-wide	critical	applicable	-	-	required
